old,new
b1172,1999
b1173,2000
b1174,2001
b1175,2002
b1176,2003
b1177,2004
b1178,2005
b1179,2006
b1180,2007
b1181,2008
b1182,2009
b1183,2010
b1184,2011
b1185,2012
b1186,2013
b1187,2014
b1188,2015
b1189,2016
b1190,2017
b1191,2018
b1192,2019
b1193,2020
b1194,2021
b1195,2022
b1196,2023
b1197,2024
b1198,2025
b1199,2026
b1200,2027
b1201,2028
b1202,2029
b1203,2030
b1204,2031
b1205,2032
b1206,2033
b1207,2034
b1208,2035
b1209,2036
b1210,2037
b1211,2038
b1212,2039
b1213,2040
b1214,2041
b1215,2042
b1216,2043
b1217,2044
b1218,2045
b1219,2046
b1220,2047
b1221,2048
b1222,2049
b1223,2050
b1224,2051
b1225,2052
b1226,2053
b1227,2054
b1228,2055
b1229,2056
b1230,2057
b1231,2058
b1232,2059
b1233,2060
b1234,2061
b1235,2062
b1236,2063
b1237,2064
b1238,2065
b1239,2066
b1240,2067
b1241,2068
b1242,2069
b1243,2070
b1244,2071
b1245,2072
b1246,2073
b1247,2074
b1248,2075
b1249,2076
b1250,2077
b1251,2078
b1252,2079
b1253,2080
b1254,2081
b1255,2082
b1256,2083
b1257,2084
b1258,2085
b1259,2086
b1260,2087
b1261,2088
b1262,2089
b1263,2090
b1264,2091
b1265,2092
b1266,2093
b1267,2094
b1268,2095
b1269,2096
b1270,2097
b1271,2098
b1272,2099
b1273,2100
b1274,2101
b1275,2102
b1276,2103
b1277,2104
b1278,2105
b1279,2106
b1280,2107
b1281,2108
b1282,2109
b1283,2110
b1284,2111
b1285,2112
b1286,2113
b1287,2114
b1288,2115
b1289,2116
b1290,2117
b1291,2118
b1292,2119
b1293,2120
b1294,2121
b1295,2122
b1296,2123
b1297,2124
b1298,2125
b1299,2126
b1300,2127
b1301,2128
b1302,2129
b1303,2130
a0064,2131
a0065,2132
a0066,2133
a0067,2134
a0068,2135
a0069,2136
a0070,2137
a0071,2138
a0072,2139
a0073,2140
a0074,2141
a0075,2142
a0076,2143
a0077,2144
a0078,2145
a0079,2146
a0080,2147
a0081,2148
a0082,2149
a0083,2150
a0084,2151
a0085,2152
a0086,2153
a0087,2154
a0088,2155
a0089,2156
a0090,2157
a0091,2158
a0092,2159
b1304,2160
b1305,2161
b1306,2162
b1307,2163
b1308,2164
b1309,2165
b1310,2166
b1311,2167
b1312,2168
b1313,2169
b1314,2170
b1315,2171
b1316,2172
b1317,2173
b1318,2174
b1319,2175
b1320,2176
b1321,2177
b1322,2178
b1323,2179
b1324,2180
b1325,2181
b1326,2182
b1327,2183
b1328,2184
b1329,2185
b1330,2186
b1331,2187
b1332,2188
b1333,2189
b1334,2190
b1335,2191
b1336,2192
b1337,2193
b1338,2194
b1339,2195
b1340,2196
b1341,2197
b1342,2198
b1343,2199
b1344,2200
b1345,2201
b1346,2202
b1347,2203
b1348,2204
b1349,2205
b1350,2206
b1351,2207
b1352,2208
b1353,2209
b1354,2210
b1355,2211
b1356,2212
b1357,2213
b1358,2214
b1359,2215
b1360,2216
b1361,2217
b1362,2218
b1363,2219
b1364,2220
b1365,2221
b1366,2222
b1367,2223
b1368,2224
b1369,2225
b1370,2226
b1371,2227
b1372,2228
b1373,2229
b1374,2230
b1375,2231
b1376,2232
b1377,2233
b1378,2234
b1379,2235
b1380,2236
b1381,2237
b1382,2238
b1383,2239
b1384,2240
b1385,2241
b1386,2242
b1387,2243
b1388,2244
b1389,2245
b1390,2246
b1391,2247
b1392,2248
b1393,2249
b1394,2250
b1395,2251
b1396,2252
b1397,2253
b1398,2254
b1399,2255
b1400,2256
b1401,2257
b1402,2258
b1403,2259
b1404,2260
b1405,2261
b1406,2262
b1407,2263
b1408,2264
b1409,2265
b1410,2266
b1411,2267
b1412,2268
b1413,2269
b1414,2270
b1415,2271
b1416,2272
b1417,2273
b1418,2274
b1419,2275
b1420,2276
b1421,2277
b1422,2278
b1423,2279
b1424,2280
b1425,2281
b1426,2282
b1427,2283
b1428,2284
b1429,2285
b1430,2286
b1431,2287
b1432,2288
b1433,2289
b1434,2290
b1435,2291
b1436,2292
a0093,2293
a0094,2294
a0095,2295
a0096,2296
a0097,2297
a0098,2298
a0099,2299
a0100,2300
a0101,2301
a0102,2302
a0103,2303
a0104,2304
a0105,2305
a0106,2306
a0107,2307
a0108,2308
a0109,2309
a0110,2310
a0111,2311
a0112,2312
a0113,2313
a0114,2314
a0115,2315
a0116,2316
a0117,2317
a0118,2318
a0119,2319
a0120,2320
a0121,2321
a0122,2322
a0123,2323
a0124,2324
a0125,2325
a0126,2326
a0127,2327
a0128,2328
a0129,2329
a0130,2330
a0131,2331
a0132,2332
a0133,2333
a0134,2334
a0135,2335
a0136,2336
a0137,2337
a0138,2338
a0139,2339
a0140,2340
a0141,2341
a0142,2342
a0143,2343
a0144,2344
a0145,2345
a0146,2346
a0147,2347
a0148,2348
a0149,2349
a0150,2350
a0151,2351
a0152,2352
a0153,2353
a0154,2354
a0155,2355
a0156,2356
a0157,2357
a0158,2358
a0159,2359
a0160,2360
a0161,2361
a0162,2362
a0163,2363
a0164,2364
a0165,2365
a0166,2366
a0167,2367
a0168,2368
a0169,2369
a0170,2370
a0171,2371
a0172,2372
a0173,2373
a0174,2374
a0175,2375
a0176,2376
a0177,2377
a0178,2378
a0179,2379
a0180,2380
a0181,2381
a0182,2382
a0183,2383
a0184,2384
a0185,2385
a0186,2386
a0187,2387
a0188,2388
a0189,2389
a0190,2390
a0191,2391
a0192,2392
a0193,2393
a0194,2394
a0195,2395
a0196,2396
a0197,2397
a0198,2398
a0199,2399
a0200,2400
a0201,2401
a0202,2402
a0203,2403
a0204,2404
a0205,2405
a0206,2406
a0207,2407
a0208,2408
a0209,2409
a0210,2410
a0211,2411
a0212,2412
a0213,2413
a0214,2414
a0215,2415
a0216,2416
a0217,2417
b1437,2418
b1438,2419
b1439,2420
b1440,2421
b1441,2422
b1442,2423
b1443,2424
b1444,2425
b1445,2426
b1446,2427
b1447,2428
b1448,2429
b1449,2430
b1450,2431
b1451,2432
b1452,2433
b1453,2434
b1454,2435
b1455,2436
b1456,2437
b1457,2438
b1458,2439
b1459,2440
b1460,2441
b1461,2442
b1462,2443
b1463,2444
b1464,2445
b1465,2446
b1466,2447
b1467,2448
b1468,2449
b1469,2450
b1470,2451
b1471,2452
b1472,2453
b1473,2454
a0218,2455
a0219,2456
a0220,2457
a0221,2458
a0222,2459
a0223,2460
a0224,2461
a0225,2462
a0226,2463
a0227,2464
a0228,2465
a0229,2466
a0230,2467
a0231,2468
a0232,2469
a0233,2470
a0234,2471
a0235,2472
a0236,2473
a0237,2474
a0238,2475
a0239,2476
a0240,2477
a0241,2478
a0242,2479
a0243,2480
a0244,2481
a0245,2482
a0246,2483
a0247,2484
a0248,2485
a0249,2486
a0250,2487
a0251,2488
a0252,2489
a0253,2490
a0254,2491
a0255,2492
a0256,2493
a0257,2494
a0258,2495
a0259,2496
a0260,2497
a0261,2498
a0262,2499
a0263,2500
a0264,2501
a0265,2502
a0266,2503
a0267,2504
a0268,2505
a0269,2506
a0270,2507
a0271,2508
a0272,2509
a0273,2510
a0274,2511
a0275,2512
a0276,2513
a0277,2514
a0278,2515
a0279,2516
a0280,2517
a0281,2518
a0282,2519
a0283,2520
a0284,2521
a0285,2522
a0286,2523
a0287,2524
a0288,2525
a0289,2526
a0290,2527
a0291,2528
a0292,2529
a0293,2530
a0294,2531
a0295,2532
a0296,2533
a0297,2534
a0298,2535
a0299,2536
a0300,2537
a0301,2538
a0302,2539
a0303,2540
a0304,2541
a0305,2542
a0306,2543
a0307,2544
a0308,2545
a0309,2546
a0310,2547
a0311,2548
a0312,2549
a0313,2550
a0314,2551
a0315,2552
a0316,2553
a0317,2554
a0318,2555
a0319,2556
a0320,2557
a0321,2558
a0322,2559
a0323,2560
a0324,2561
a0325,2562
a0326,2563
a0327,2564
a0328,2565
a0329,2566
a0330,2567
a0331,2568
a0332,2569
a0333,2570
a0334,2571
a0335,2572
a0336,2573
a0337,2574
a0338,2575
a0339,2576
a0340,2577
a0341,2578
a0342,2579
a0343,2580
a0344,2581
a0345,2582
a0346,2583
a0347,2584
a0348,2585
a0349,2586
a0350,2587
a0351,2588
a0352,2589
a0353,2590
a0354,2591
a0355,2592
a0356,2593
a0357,2594
a0358,2595
a0359,2596
a0360,2597
a0361,2598
a0362,2599
a0363,2600
a0364,2601
a0365,2602
a0366,2603
a0367,2604
a0368,2605
a0369,2606
a0370,2607
a0371,2608
a0372,2609
a0373,2610
a0374,2611
a0375,2612
a0376,2613
a0377,2614
a0378,2615
a0379,2616
a0380,2617
a0381,2618
a0382,2619
a0383,2620
a0384,2621
a0385,2622
a0386,2623
a0387,2624
a0388,2625
a0389,2626
a0390,2627
a0391,2628
a0392,2629
a0393,2630
a0394,2631
a0395,2632
a0396,2633
a0397,2634
a0398,2635
a0399,2636
a0400,2637
a0401,2638
a0402,2639
a0403,2640
a0404,2641
a0405,2642
a0406,2643
a0407,2644
a0408,2645
a0409,2646
a0410,2647
a0411,2648
a0412,2649
a0413,2650
a0414,2651
a0415,2652
a0416,2653
a0417,2654
a0418,2655
a0419,2656
a0420,2657
a0421,2658
a0422,2659
a0423,2660
a0424,2661
a0425,2662
a0426,2663
a0427,2664
a0428,2665
a0429,2666
a0430,2667
a0431,2668
a0432,2669
a0433,2670
a0434,2671
a0435,2672
a0436,2673
a0437,2674
a0438,2675
a0439,2676
a0440,2677
a0441,2678
a0442,2679
a0443,2680
a0444,2681
a0445,2682
a0446,2683
a0447,2684
a0448,2685
a0449,2686
a0450,2687
a0451,2688
a0452,2689
a0453,2690
a0454,2691
a0455,2692
a0456,2693
a0457,2694
a0458,2695
a0459,2696
a0460,2697
a0461,2698
a0462,2699
a0463,2700
a0464,2701
a0465,2702
a0466,2703
a0467,2704
a0468,2705
a0469,2706
a0470,2707
a0471,2708
a0472,2709
a0473,2710
a0474,2711
a0475,2712
a0476,2713
a0477,2714
a0478,2715
a0479,2716
a0480,2717
a0481,2718
a0482,2719
a0483,2720
a0484,2721
a0485,2722
a0486,2723
a0487,2724
a0488,2725
a0489,2726
a0490,2727
a0491,2728
a0492,2729
a0493,2730
a0494,2731
a0495,2732
a0496,2733
a0497,2734
a0498,2735
a0499,2736
a0500,2737
a0501,2738
a0502,2739
a0503,2740
a0504,2741
a0505,2742
a0506,2743
a0507,2744
a0508,2745
a0509,2746
a0510,2747
a0511,2748
a0512,2749
a0513,2750
a0514,2751
a0515,2752
a0516,2753
a0517,2754
a0518,2755
a0519,2756
a0520,2757
a0521,2758
a0522,2759
a0523,2760
a0524,2761
a0525,2762
a0526,2763
a0527,2764
a0528,2765
a0529,2766
a0530,2767
a0531,2768
a0532,2769
a0533,2770
a0534,2771
a0535,2772
a0536,2773
a0537,2774
a0538,2775
a0539,2776
a0540,2777
a0541,2778
a0542,2779
a0543,2780
a0544,2781
a0545,2782
a0546,2783
a0547,2784
a0548,2785
a0549,2786
a0550,2787
a0551,2788
a0552,2789
a0553,2790
a0554,2791
a0555,2792
a0556,2793
a0557,2794
a0558,2795
a0559,2796
a0560,2797
a0561,2798
a0562,2799
a0563,2800
a0564,2801
a0565,2802
a0566,2803
a0567,2804
a0568,2805
a0569,2806
a0570,2807
a0571,2808
a0572,2809
a0573,2810
a0574,2811
a0575,2812
a0576,2813
a0577,2814
a0578,2815
a0579,2816
a0580,2817
a0581,2818
a0582,2819
a0583,2820
a0584,2821
a0585,2822
a0586,2823
a0587,2824
a0588,2825
a0589,2826
a0590,2827
a0591,2828
a0592,2829
a0593,2830
a0594,2831
a0595,2832
a0596,2833
a0597,2834
a0598,2835
a0599,2836
a0600,2837
a0601,2838
a0602,2839
a0603,2840
a0604,2841
a0605,2842
a0606,2843
a0607,2844
a0608,2845
a0609,2846
a0610,2847
a0611,2848
a0612,2849
a0613,2850
a0614,2851
a0615,2852
a0616,2853
a0617,2854
a0618,2855
a0619,2856
a0620,2857
a0621,2858
a0622,2859
a0623,2860
a0624,2861
a0625,2862
a0626,2863
a0627,2864
a0628,2865
a0629,2866
a0630,2867
a0631,2868
a0632,2869
a0633,2870
a0634,2871
a0635,2872
a0636,2873
a0637,2874
a0638,2875
a0639,2876
a0640,2877
a0641,2878
a0642,2879
a0643,2880
a0644,2881
a0645,2882
a0646,2883
a0647,2884
a0648,2885
a0649,2886
a0650,2887
a0651,2888
a0652,2889
a0653,2890
a0654,2891
a0655,2892
a0656,2893
a0657,2894
a0658,2895
a0659,2896
a0660,2897
a0661,2898
a0662,2899
a0663,2900
a0664,2901
a0665,2902
a0666,2903
a0667,2904
a0668,2905
a0669,2906
a0670,2907
a0671,2908
a0672,2909
a0673,2910
a0674,2911
a0675,2913
a0676,2914
a0677,2915
a0678,2916
a0679,2917
a0680,2918
a0681,2919
a0682,2920
a0683,2921
a0684,2922
a0685,2923
a0686,2924
a0687,2925
a0688,2926
a0689,2927
a0690,2928
a0691,2929
a0692,2930
a0693,2931
a0695,2932
a0696,2933
a0697,2934
a0698,2935
a0699,2936
a0700,2937
a0701,2938
a0702,2939
a0703,2940
a0704,2941
a0705,2942
a0706,2943
a0707,2944
a0708,2945
a0709,2946
a0710,2947
a0711,2948
a0712,2949
a0713,2950
a0714,2951
a0715,2952
a0716,2953
a0717,2954
a0718,2955
a0719,2956
a0720,2957
a0721,2958
a0722,2959
a0723,2960
a0724,2961
a0725,2962
a0726,2963
a0727,2964
a0728,2965
a0729,2966
a0730,2967
a0731,2968
a0732,2969
a0733,2970
a0734,2971
a0735,2972
a0736,2973
a0737,2974
a0738,2975
a0739,2976
a0740,2977
a0741,2978
a0742,2979
a0743,2980
a0744,2981
a0745,2982
a0746,2983
a0747,2984
a0748,2985
a0749,2986
a0750,2987
a0751,2988
a0752,2989
a0753,2990
a0754,2991
a0755,2992
a0756,2993
a0757,2994
a0758,2995
a0759,2996
a0760,2997
a0761,2998
a0762,2999
a0763,3000
a0764,3001
a0765,3002
a0766,3003
a0767,3004
a0768,3005
a0769,3006
a0770,3007
a0771,3008
a0772,3009
a0773,3010
a0774,3011
a0775,3012
a0776,3013
a0777,3014
a0778,3015
a0779,3016
a0780,3017
a0781,3018
a0782,3019
a0783,3020
a0784,3021
a0785,3022
a0786,3023
a0787,3024
a0788,3025
a0789,3026
a0790,3027
a0791,3028
a0792,3029
a0793,3030
a0794,3031
a0795,3032
a0796,3033
a0797,3034
a0798,3035
a0799,3036
a0800,3037
a0801,3038
a0802,3039
a0803,3040
a0804,3041
a0805,3042
a0806,3043
a0807,3044
a0808,3045
a0809,3046
a0810,3047
a0811,3048
a0812,3049
a0813,3050
a0814,3051
a0815,3052
a0816,3053
a0817,3054
a0818,3055
a0819,3056
a0820,3057
a0821,3058
a0822,3059
a0823,3060
a0824,3061
a0825,3062
a0826,3063
a0827,3064
a0828,3065
a0829,3066
a0830,3067
a0831,3068
a0832,3069
a0833,3070
a0834,3071
a0835,3072
a0836,3073
a0837,3074
a0838,3075
a0839,3076
a0840,3077
a0841,3078
a0842,3079
a0843,3080
a0844,3081
a0845,3082
a0846,3083
a0847,3084
a0848,3085
a0849,3086
a0850,3087
a0851,3088
a0852,3089
a0853,3090
a0854,3091
a0855,3092
a0856,3093
a0857,3094
a0858,3095
a0859,3096
a0860,3097
a0861,3098
a0862,3099
a0863,3100
a0864,3101
a0865,3102
a0866,3103
a0867,3104
a0868,3105
a0869,3106
a0870,3107
a0871,3108
a0872,3109
a0873,3110
a0874,3111
a0875,3112
a0876,3113
d0195,3114
d0196,3115
d0197,3116
d0198,3117
d0199,3118
d0200,3119
d0201,3120
d0202,3121
d0203,3122
d0204,3123
d0205,3124
d0206,3125
d0207,3126
d0208,3127
d0209,3128
d0210,3129
d0211,3130
d0212,3131
d0213,3132
d0214,3133
d0215,3134
d0216,3135
d0217,3136
d0218,3137
d0219,3138
d0220,3139
d0221,3140
d0222,3141
d0223,3142
d0224,3143
d0225,3144
d0226,3145
d0227,3146
d0228,3147
d0229,3148
d0230,3149
d0231,3150
d0232,3151
d0233,3152
d0234,3153
d0235,3154
d0236,3155
d0237,3156
d0238,3157
d0239,3158
d0240,3159
d0241,3160
d0242,3161
d0243,3162
d0244,3163
d0245,3164
d0246,3165
d0247,3166
d0248,3167
d0249,3168
d0250,3169
d0251,3170
d0252,3171
d0253,3172
d0254,3173
d0255,3174
d0256,3175
d0257,3176
d0258,3177
d0259,3178
d0260,3179
d0261,3180
d0262,3181
d0263,3182
d0264,3183
d0265,3184
d0266,3185
d0267,3186
d0268,3187
d0269,3188
d0270,3189
d0271,3190
d0272,3191
d0273,3192
d0274,3193
d0275,3194
d0276,3195
d0277,3196
d0278,3197
d0279,3198
d0280,3199
d0281,3200
d0282,3201
d0283,3202
d0284,3203
d0285,3204
d0286,3205
d0287,3206
d0288,3207
d0289,3208
d0290,3209
d0291,3210
d0292,3211
d0293,3212
d0294,3213
d0295,3214
d0296,3215
d0297,3216
d0298,3217
d0299,3218
d0300,3219
d0301,3220
d0302,3221
d0303,3222
d0304,3223
d0305,3224
d0306,3225
d0307,3226
d0308,3227
d0309,3228
d0310,3229
d0311,3230
d0312,3231
d0313,3232
d0314,3233
d0315,3234
d0316,3235
d0317,3236
d0318,3237
d0319,3238
d0320,3239
d0321,3240
d0322,3241
d0323,3242
d0324,3243
d0325,3244
d0326,3245
d0327,3246
d0328,3247
d0329,3248
d0330,3249
d0331,3250
d0332,3251
d0333,3252
d0334,3253
d0335,3254
d0336,3255
d0337,3256
d0338,3257
d0339,3258
d0340,3259
d0341,3260
d0342,3261
d0343,3262
d0344,3263
d0345,3264
d0346,3265
d0347,3266
d0348,3267
d0349,3268
d0350,3269
d0351,3270
d0352,3271
d0353,3272
d0354,3273
d0355,3274
d0356,3275
d0357,3276
d0358,3277
d0359,3278
d0360,3279
d0361,3280
d0362,3281
d0363,3282
d0364,3283
d0365,3284
d0366,3285
d0367,3286
d0368,3287
d0369,3288
d0370,3289
d0371,3290
d0372,3291
d0373,3292
d0374,3293
d0375,3294
d0376,3295
d0377,3296
d0378,3297
d0379,3298
d0380,3299
d0381,3300
d0382,3301
d0383,3302
d0384,3303
d0385,3304
d0386,3305
d0387,3306
d0388,3307
d0389,3308
d0390,3309
d0391,3310
d0392,3311
d0393,3312
d0394,3313
d0395,3314
d0396,3315
d0397,3316
d0398,3317
d0399,3318
d0400,3319
d0401,3320
